Time,Devicename,Temperature,TDS,PH,DO
Mon Jul 19 2021 23:45:25 GMT+0530 (India Standard Time),867378035207325,25.8125,133.7481,5.407201,2.73
Mon Jul 19 2021 23:46:30 GMT+0530 (India Standard Time),867378035207325,25.75,133.7481,5.420259,2.72
Mon Jul 19 2021 23:47:34 GMT+0530 (India Standard Time),867378035207325,25.8125,134.3915,5.439842,2.71
Mon Jul 19 2021 23:48:39 GMT+0530 (India Standard Time),867378035207325,25.8125,134.1154,5.433316,2.71
Mon Jul 19 2021 23:49:44 GMT+0530 (India Standard Time),867378035207325,25.8125,134.3915,5.449634,2.71
Mon Jul 19 2021 23:50:49 GMT+0530 (India Standard Time),867378035207325,25.8125,134.2994,5.51165,2.72
Mon Jul 19 2021 23:51:53 GMT+0530 (India Standard Time),867378035207325,25.8125,134.1154,5.449634,2.72
Mon Jul 19 2021 23:52:58 GMT+0530 (India Standard Time),867378035207325,25.8125,134.2074,5.495327,2.71
Mon Jul 19 2021 23:54:02 GMT+0530 (India Standard Time),867378035207325,25.8125,134.4836,5.482275,2.7
Mon Jul 19 2021 23:55:06 GMT+0530 (India Standard Time),867378035207325,25.8125,134.2994,5.524703,2.72
Mon Jul 19 2021 23:56:10 GMT+0530 (India Standard Time),867378035207325,25.8125,133.8399,5.560609,2.77
Mon Jul 19 2021 23:57:15 GMT+0530 (India Standard Time),867378035207325,25.8125,134.2994,5.472483,2.83
Mon Jul 19 2021 23:58:20 GMT+0530 (India Standard Time),867378035207325,25.75,134.5758,5.560609,2.9
Mon Jul 19 2021 23:59:25 GMT+0530 (India Standard Time),867378035207325,25.75,134.5758,5.521442,2.95
Tue Jul 20 2021 00:00:29 GMT+0530 (India Standard Time),867378035207325,25.75,135.315,5.527968,2.99
Tue Jul 20 2021 00:01:33 GMT+0530 (India Standard Time),867378035207325,25.75,134.1154,5.576927,3.05
Tue Jul 20 2021 00:02:37 GMT+0530 (India Standard Time),867378035207325,25.75,134.945,5.527968,3.1
Tue Jul 20 2021 00:03:41 GMT+0530 (India Standard Time),867378035207325,25.75,135.5931,5.534494,3.12
Tue Jul 20 2021 00:04:46 GMT+0530 (India Standard Time),867378035207325,25.75,134.4836,5.567135,3.14
Tue Jul 20 2021 00:05:51 GMT+0530 (India Standard Time),867378035207325,25.75,134.4836,5.668318,3.15
Tue Jul 20 2021 00:06:55 GMT+0530 (India Standard Time),867378035207325,25.75,134.1154,5.567135,3.11
Tue Jul 20 2021 00:08:00 GMT+0530 (India Standard Time),867378035207325,25.75,134.668,5.472483,3.06
Tue Jul 20 2021 00:09:04 GMT+0530 (India Standard Time),867378035207325,25.75,134.8526,5.593245,3.03
Tue Jul 20 2021 00:10:08 GMT+0530 (India Standard Time),867378035207325,25.75,134.4836,5.541025,3.03
Tue Jul 20 2021 00:11:12 GMT+0530 (India Standard Time),867378035207325,25.75,134.668,5.541025,3.06
Tue Jul 20 2021 00:12:17 GMT+0530 (India Standard Time),867378035207325,25.75,135.0374,5.635678,3.1
Tue Jul 20 2021 00:13:21 GMT+0530 (India Standard Time),867378035207325,25.75,135.4076,5.541025,3.12
Tue Jul 20 2021 00:14:25 GMT+0530 (India Standard Time),867378035207325,25.75,135.0374,5.645469,3.1
Tue Jul 20 2021 00:15:30 GMT+0530 (India Standard Time),867378035207325,25.75,134.668,5.527968,3.06
Tue Jul 20 2021 00:16:35 GMT+0530 (India Standard Time),867378035207325,25.75,134.7603,5.416993,3.04
Tue Jul 20 2021 00:17:40 GMT+0530 (India Standard Time),867378035207325,25.75,134.4836,5.524703,2.99
Tue Jul 20 2021 00:18:45 GMT+0530 (India Standard Time),867378035207325,25.75,134.7603,5.586719,2.94
Tue Jul 20 2021 00:19:50 GMT+0530 (India Standard Time),867378035207325,25.75,135.5931,5.521442,2.92
Tue Jul 20 2021 00:20:54 GMT+0530 (India Standard Time),867378035207325,25.75,134.8526,5.501858,2.93
Tue Jul 20 2021 00:21:58 GMT+0530 (India Standard Time),867378035207325,25.75,135.5003,5.472483,2.96
Tue Jul 20 2021 00:23:03 GMT+0530 (India Standard Time),867378035207325,25.75,134.4836,5.583453,3.02
Tue Jul 20 2021 00:24:07 GMT+0530 (India Standard Time),867378035207325,25.75,135.5931,5.459425,3.08
Tue Jul 20 2021 00:25:12 GMT+0530 (India Standard Time),867378035207325,25.75,135.0374,5.433316,3.1
Tue Jul 20 2021 00:26:17 GMT+0530 (India Standard Time),867378035207325,25.75,134.4836,5.439842,3.09
Tue Jul 20 2021 00:27:21 GMT+0530 (India Standard Time),867378035207325,25.75,135.6859,5.469217,3.06
Tue Jul 20 2021 00:28:26 GMT+0530 (India Standard Time),867378035207325,25.75,135.7787,5.462691,3.03
Tue Jul 20 2021 00:29:30 GMT+0530 (India Standard Time),867378035207325,25.75,134.8526,5.488801,2.98
Tue Jul 20 2021 00:30:34 GMT+0530 (India Standard Time),867378035207325,25.75,135.315,5.472483,2.92
Tue Jul 20 2021 00:31:39 GMT+0530 (India Standard Time),867378035207325,25.75,135.5931,5.475744,2.88
Tue Jul 20 2021 00:32:44 GMT+0530 (India Standard Time),867378035207325,25.75,135.2224,5.485535,2.82
Tue Jul 20 2021 00:33:48 GMT+0530 (India Standard Time),867378035207325,25.75,134.7603,5.505119,2.8
Tue Jul 20 2021 00:34:52 GMT+0530 (India Standard Time),867378035207325,25.75,135.2224,5.452899,2.8
Tue Jul 20 2021 00:35:57 GMT+0530 (India Standard Time),867378035207325,25.75,135.315,5.570401,2.82
Tue Jul 20 2021 00:37:01 GMT+0530 (India Standard Time),867378035207325,25.75,135.4076,5.426785,2.83
Tue Jul 20 2021 00:38:06 GMT+0530 (India Standard Time),867378035207325,25.75,135.0374,5.397409,2.85
Tue Jul 20 2021 00:39:10 GMT+0530 (India Standard Time),867378035207325,25.75,135.7787,5.413732,2.85
Tue Jul 20 2021 00:40:14 GMT+0530 (India Standard Time),867378035207325,25.75,135.5931,5.381091,2.84
Tue Jul 20 2021 00:41:19 GMT+0530 (India Standard Time),867378035207325,25.75,135.5003,5.465952,2.81
Tue Jul 20 2021 00:42:23 GMT+0530 (India Standard Time),867378035207325,25.75,135.4076,5.390883,2.79
Tue Jul 20 2021 00:43:27 GMT+0530 (India Standard Time),867378035207325,25.75,135.4076,5.368034,2.78
Tue Jul 20 2021 00:44:31 GMT+0530 (India Standard Time),867378035207325,25.75,135.2224,5.482275,2.78
Tue Jul 20 2021 00:45:35 GMT+0530 (India Standard Time),867378035207325,25.75,135.315,5.426785,2.79
Tue Jul 20 2021 00:46:39 GMT+0530 (India Standard Time),867378035207325,25.75,135.4076,5.439842,2.8
Tue Jul 20 2021 00:47:44 GMT+0530 (India Standard Time),867378035207325,25.75,135.2224,5.266855,2.82
Tue Jul 20 2021 00:48:48 GMT+0530 (India Standard Time),867378035207325,25.75,135.315,5.361508,2.84
Tue Jul 20 2021 00:49:53 GMT+0530 (India Standard Time),867378035207325,25.75,135.7787,5.377826,2.85
Tue Jul 20 2021 00:50:57 GMT+0530 (India Standard Time),867378035207325,25.75,135.315,5.436576,2.85
Tue Jul 20 2021 00:52:02 GMT+0530 (India Standard Time),867378035207325,25.75,135.315,5.436576,2.85
Tue Jul 20 2021 00:53:06 GMT+0530 (India Standard Time),867378035207325,25.75,135.5003,5.413732,2.86
Tue Jul 20 2021 00:54:11 GMT+0530 (India Standard Time),867378035207325,25.75,135.4076,5.439842,2.87
Tue Jul 20 2021 00:55:16 GMT+0530 (India Standard Time),867378035207325,25.75,135.4076,5.527968,2.89
Tue Jul 20 2021 00:56:21 GMT+0530 (India Standard Time),867378035207325,25.75,135.8716,5.413732,2.92
Tue Jul 20 2021 00:57:26 GMT+0530 (India Standard Time),867378035207325,25.75,135.8716,5.452899,2.94
Tue Jul 20 2021 00:58:31 GMT+0530 (India Standard Time),867378035207325,25.75,135.8716,5.416993,2.93
Tue Jul 20 2021 00:59:35 GMT+0530 (India Standard Time),867378035207325,25.75,136.0576,5.472483,2.91
Tue Jul 20 2021 01:00:39 GMT+0530 (India Standard Time),867378035207325,25.75,135.4076,5.2897,2.87
Tue Jul 20 2021 01:01:44 GMT+0530 (India Standard Time),867378035207325,25.75,135.8716,5.40394,2.83
Tue Jul 20 2021 01:02:48 GMT+0530 (India Standard Time),867378035207325,25.75,135.5931,5.257064,2.81
Tue Jul 20 2021 01:03:53 GMT+0530 (India Standard Time),867378035207325,25.75,136.1507,5.423524,2.8
Tue Jul 20 2021 01:04:57 GMT+0530 (India Standard Time),867378035207325,25.75,135.5931,5.368034,2.8
Tue Jul 20 2021 01:06:01 GMT+0530 (India Standard Time),867378035207325,25.6875,136.0576,5.348451,2.8
Tue Jul 20 2021 01:07:05 GMT+0530 (India Standard Time),867378035207325,25.6875,135.8716,5.407201,2.8
Tue Jul 20 2021 01:08:09 GMT+0530 (India Standard Time),867378035207325,25.75,136.0576,5.40394,2.79
Tue Jul 20 2021 01:09:14 GMT+0530 (India Standard Time),867378035207325,25.6875,135.2224,5.368034,2.79
Tue Jul 20 2021 01:10:18 GMT+0530 (India Standard Time),867378035207325,25.6875,135.8716,5.2897,2.8
Tue Jul 20 2021 01:11:22 GMT+0530 (India Standard Time),867378035207325,25.6875,135.8716,5.436576,2.81
Tue Jul 20 2021 01:12:27 GMT+0530 (India Standard Time),867378035207325,25.75,135.8716,5.521442,2.83
Tue Jul 20 2021 01:13:32 GMT+0530 (India Standard Time),867378035207325,25.6875,135.7787,5.433316,2.85
Tue Jul 20 2021 01:14:36 GMT+0530 (India Standard Time),867378035207325,25.6875,135.9646,5.554078,2.86
Tue Jul 20 2021 01:15:41 GMT+0530 (India Standard Time),867378035207325,25.6875,135.7787,5.606302,2.86
Tue Jul 20 2021 01:16:46 GMT+0530 (India Standard Time),867378035207325,25.75,136.0576,5.521442,2.85
Tue Jul 20 2021 01:17:50 GMT+0530 (India Standard Time),867378035207325,25.6875,135.9646,5.492066,2.82
Tue Jul 20 2021 01:18:54 GMT+0530 (India Standard Time),867378035207325,25.6875,135.8716,5.492066,2.78
Tue Jul 20 2021 01:19:59 GMT+0530 (India Standard Time),867378035207325,25.6875,135.8716,5.426785,2.74
Tue Jul 20 2021 01:21:03 GMT+0530 (India Standard Time),867378035207325,25.6875,135.8716,5.462691,2.74
Tue Jul 20 2021 01:22:07 GMT+0530 (India Standard Time),867378035207325,25.6875,135.9646,5.557344,2.79
Tue Jul 20 2021 01:23:12 GMT+0530 (India Standard Time),867378035207325,25.6875,135.4076,5.488801,2.78
Tue Jul 20 2021 01:24:17 GMT+0530 (India Standard Time),867378035207325,25.6875,135.8716,5.482275,2.78
Tue Jul 20 2021 01:25:21 GMT+0530 (India Standard Time),867378035207325,25.6875,135.4076,5.521442,2.8
Tue Jul 20 2021 01:26:25 GMT+0530 (India Standard Time),867378035207325,25.6875,135.7787,5.394149,2.84
Tue Jul 20 2021 01:27:30 GMT+0530 (India Standard Time),867378035207325,25.6875,135.7787,5.524703,2.86
Tue Jul 20 2021 01:28:35 GMT+0530 (India Standard Time),867378035207325,25.6875,135.7787,5.501858,2.89
Tue Jul 20 2021 01:29:40 GMT+0530 (India Standard Time),867378035207325,25.6875,135.7787,5.433316,2.93
Tue Jul 20 2021 01:30:44 GMT+0530 (India Standard Time),867378035207325,25.6875,135.9646,5.505119,2.97
Tue Jul 20 2021 01:31:48 GMT+0530 (India Standard Time),867378035207325,25.6875,135.8716,5.527968,2.98
Tue Jul 20 2021 01:32:52 GMT+0530 (India Standard Time),867378035207325,25.6875,135.8716,5.439842,2.99
Tue Jul 20 2021 01:33:57 GMT+0530 (India Standard Time),867378035207325,25.6875,135.7787,5.407201,2.98
Tue Jul 20 2021 01:35:02 GMT+0530 (India Standard Time),867378035207325,25.6875,135.4076,5.351716,2.96
Tue Jul 20 2021 01:36:07 GMT+0530 (India Standard Time),867378035207325,25.6875,135.8716,5.469217,2.94
Tue Jul 20 2021 01:37:11 GMT+0530 (India Standard Time),867378035207325,25.6875,135.8716,5.475744,2.93
Tue Jul 20 2021 01:38:16 GMT+0530 (India Standard Time),867378035207325,25.6875,135.8716,5.472483,2.92
Tue Jul 20 2021 01:39:20 GMT+0530 (India Standard Time),867378035207325,25.6875,135.6859,5.43005,2.93
Tue Jul 20 2021 01:40:25 GMT+0530 (India Standard Time),867378035207325,25.6875,135.8716,5.505119,2.97
Tue Jul 20 2021 01:41:30 GMT+0530 (India Standard Time),867378035207325,25.6875,135.8716,5.495327,3
Tue Jul 20 2021 01:42:34 GMT+0530 (India Standard Time),867378035207325,25.6875,135.8716,5.482275,3
Tue Jul 20 2021 01:43:39 GMT+0530 (India Standard Time),867378035207325,25.6875,136.0576,5.505119,3
Tue Jul 20 2021 01:44:43 GMT+0530 (India Standard Time),867378035207325,25.6875,135.8716,5.498593,2.98
Tue Jul 20 2021 01:45:48 GMT+0530 (India Standard Time),867378035207325,25.6875,135.9646,5.53776,3
Tue Jul 20 2021 01:46:52 GMT+0530 (India Standard Time),867378035207325,25.6875,136.1507,5.482275,3.06
Tue Jul 20 2021 01:47:56 GMT+0530 (India Standard Time),867378035207325,25.625,135.8716,5.550817,3.12
Tue Jul 20 2021 01:49:01 GMT+0530 (India Standard Time),867378035207325,25.6875,136.1507,5.469217,3.13
Tue Jul 20 2021 01:50:06 GMT+0530 (India Standard Time),867378035207325,25.6875,136.1507,5.560609,3.14
Tue Jul 20 2021 01:51:10 GMT+0530 (India Standard Time),867378035207325,25.6875,135.8716,5.498593,3.17
Tue Jul 20 2021 01:52:15 GMT+0530 (India Standard Time),867378035207325,25.6875,135.8716,5.51165,3.21
Tue Jul 20 2021 01:53:20 GMT+0530 (India Standard Time),867378035207325,25.6875,135.8716,5.550817,3.24
Tue Jul 20 2021 01:54:25 GMT+0530 (India Standard Time),867378035207325,25.625,135.8716,5.475744,3.24
Tue Jul 20 2021 01:55:29 GMT+0530 (India Standard Time),867378035207325,25.6875,136.8036,5.541025,3.22
Tue Jul 20 2021 01:56:33 GMT+0530 (India Standard Time),867378035207325,25.6875,135.9646,5.436576,3.2
Tue Jul 20 2021 01:57:38 GMT+0530 (India Standard Time),867378035207325,25.6875,136.1507,5.501858,3.19
Tue Jul 20 2021 01:58:42 GMT+0530 (India Standard Time),867378035207325,25.625,136.8971,5.465952,3.19
Tue Jul 20 2021 01:59:46 GMT+0530 (India Standard Time),867378035207325,25.6875,135.9646,5.492066,3.19
Tue Jul 20 2021 02:00:51 GMT+0530 (India Standard Time),867378035207325,25.6875,136.5235,5.518176,3.18
Tue Jul 20 2021 02:01:55 GMT+0530 (India Standard Time),867378035207325,25.6875,135.9646,5.498593,3.15
Tue Jul 20 2021 02:03:00 GMT+0530 (India Standard Time),867378035207325,25.6875,136.5235,5.488801,3.12
Tue Jul 20 2021 02:04:05 GMT+0530 (India Standard Time),867378035207325,25.625,136.0576,5.488801,3.07
Tue Jul 20 2021 02:05:09 GMT+0530 (India Standard Time),867378035207325,25.625,135.8716,5.609568,3.01
Tue Jul 20 2021 02:06:14 GMT+0530 (India Standard Time),867378035207325,25.6875,136.0576,5.514911,2.96
Tue Jul 20 2021 02:07:19 GMT+0530 (India Standard Time),867378035207325,25.6875,135.9646,5.459425,2.94
Tue Jul 20 2021 02:08:23 GMT+0530 (India Standard Time),867378035207325,25.6875,136.1507,5.381091,2.96
Tue Jul 20 2021 02:09:27 GMT+0530 (India Standard Time),867378035207325,25.625,136.1507,5.459425,3
Tue Jul 20 2021 02:10:32 GMT+0530 (India Standard Time),867378035207325,25.6875,136.5235,5.436576,3.05
Tue Jul 20 2021 02:11:37 GMT+0530 (India Standard Time),867378035207325,25.625,136.5235,5.413732,3.08
Tue Jul 20 2021 02:12:41 GMT+0530 (India Standard Time),867378035207325,25.625,135.9646,5.384357,3.07
Tue Jul 20 2021 02:13:46 GMT+0530 (India Standard Time),867378035207325,25.625,136.0576,5.416993,3.05
Tue Jul 20 2021 02:14:50 GMT+0530 (India Standard Time),867378035207325,25.625,136.1507,5.570401,3.03
Tue Jul 20 2021 02:15:55 GMT+0530 (India Standard Time),867378035207325,25.625,136.2438,5.45616,3.03
Tue Jul 20 2021 02:16:59 GMT+0530 (India Standard Time),867378035207325,25.625,136.1507,5.266855,3.02
Tue Jul 20 2021 02:18:03 GMT+0530 (India Standard Time),867378035207325,25.625,136.0576,5.446368,3.01
Tue Jul 20 2021 02:19:08 GMT+0530 (India Standard Time),867378035207325,25.625,136.4302,5.482275,3.01
Tue Jul 20 2021 02:20:13 GMT+0530 (India Standard Time),867378035207325,25.625,136.5235,5.400675,2.98
Tue Jul 20 2021 02:21:18 GMT+0530 (India Standard Time),867378035207325,25.625,136.3369,5.459425,2.95
Tue Jul 20 2021 02:22:23 GMT+0530 (India Standard Time),867378035207325,25.625,136.0576,5.423524,2.94
Tue Jul 20 2021 02:23:27 GMT+0530 (India Standard Time),867378035207325,25.625,136.4302,5.387618,2.94
Tue Jul 20 2021 02:24:31 GMT+0530 (India Standard Time),867378035207325,25.625,136.3369,5.443108,2.96
Tue Jul 20 2021 02:25:36 GMT+0530 (India Standard Time),867378035207325,25.625,136.3369,5.34519,2.96
Tue Jul 20 2021 02:26:40 GMT+0530 (India Standard Time),867378035207325,25.625,136.3369,5.433316,2.94
Tue Jul 20 2021 02:27:44 GMT+0530 (India Standard Time),867378035207325,25.625,136.1507,5.335398,2.87
Tue Jul 20 2021 02:28:49 GMT+0530 (India Standard Time),867378035207325,25.6875,136.7102,5.351716,2.8
Tue Jul 20 2021 02:29:54 GMT+0530 (India Standard Time),867378035207325,25.625,136.3369,5.279908,2.76
Tue Jul 20 2021 02:30:59 GMT+0530 (India Standard Time),867378035207325,25.625,136.3369,5.299491,2.77
Tue Jul 20 2021 02:32:03 GMT+0530 (India Standard Time),867378035207325,25.625,136.7102,5.319075,2.83
Tue Jul 20 2021 02:33:07 GMT+0530 (India Standard Time),867378035207325,25.625,136.3369,5.348451,2.94
Tue Jul 20 2021 02:34:12 GMT+0530 (India Standard Time),867378035207325,25.625,137.2716,5.338659,3.02
Tue Jul 20 2021 02:35:17 GMT+0530 (India Standard Time),867378035207325,25.625,136.8036,5.279908,3.05
Tue Jul 20 2021 02:36:21 GMT+0530 (India Standard Time),867378035207325,25.625,136.2438,5.250533,3.07
Tue Jul 20 2021 02:37:26 GMT+0530 (India Standard Time),867378035207325,25.625,136.2438,5.240741,3.08
Tue Jul 20 2021 02:38:30 GMT+0530 (India Standard Time),867378035207325,25.625,136.3369,5.250533,3.06
Tue Jul 20 2021 02:39:35 GMT+0530 (India Standard Time),867378035207325,25.625,136.8971,5.306023,3.03
Tue Jul 20 2021 02:40:39 GMT+0530 (India Standard Time),867378035207325,25.625,136.8036,5.195047,2.99
Tue Jul 20 2021 02:41:44 GMT+0530 (India Standard Time),867378035207325,25.625,136.1507,5.292965,2.96
Tue Jul 20 2021 02:42:48 GMT+0530 (India Standard Time),867378035207325,25.625,136.5235,5.319075,2.94
Tue Jul 20 2021 02:43:53 GMT+0530 (India Standard Time),867378035207325,25.625,136.6168,5.302757,2.94
Tue Jul 20 2021 02:44:57 GMT+0530 (India Standard Time),867378035207325,25.625,136.7102,5.309283,2.95
Tue Jul 20 2021 02:46:01 GMT+0530 (India Standard Time),867378035207325,25.625,136.5235,5.296231,2.96
Tue Jul 20 2021 02:47:06 GMT+0530 (India Standard Time),867378035207325,25.625,137.1779,5.309283,2.95
Tue Jul 20 2021 02:48:10 GMT+0530 (India Standard Time),867378035207325,25.625,136.5235,5.234215,2.97
Tue Jul 20 2021 02:49:15 GMT+0530 (India Standard Time),867378035207325,25.625,136.9906,5.260324,2.98
Tue Jul 20 2021 02:50:19 GMT+0530 (India Standard Time),867378035207325,25.625,136.8036,5.299491,3.01
Tue Jul 20 2021 02:51:24 GMT+0530 (India Standard Time),867378035207325,25.625,137.1779,5.230949,3.02
Tue Jul 20 2021 02:52:29 GMT+0530 (India Standard Time),867378035207325,25.625,136.8971,5.244006,3.03
Tue Jul 20 2021 02:53:33 GMT+0530 (India Standard Time),867378035207325,25.625,136.8971,5.257064,3.01
Tue Jul 20 2021 02:54:38 GMT+0530 (India Standard Time),867378035207325,25.625,137.4591,5.247272,2.96
Tue Jul 20 2021 02:55:43 GMT+0530 (India Standard Time),867378035207325,25.625,137.0842,5.12977,2.89
Tue Jul 20 2021 02:56:47 GMT+0530 (India Standard Time),867378035207325,25.625,136.8036,5.283174,2.83
Tue Jul 20 2021 02:57:51 GMT+0530 (India Standard Time),867378035207325,25.625,136.4302,5.244006,2.8
Tue Jul 20 2021 02:58:56 GMT+0530 (India Standard Time),867378035207325,25.625,136.8971,5.361508,2.79
Tue Jul 20 2021 03:00:00 GMT+0530 (India Standard Time),867378035207325,25.625,136.9906,5.335398,2.82
Tue Jul 20 2021 03:01:04 GMT+0530 (India Standard Time),867378035207325,25.625,136.5235,5.306023,2.86
Tue Jul 20 2021 03:02:08 GMT+0530 (India Standard Time),867378035207325,25.625,136.8971,5.26359,2.92
Tue Jul 20 2021 03:03:13 GMT+0530 (India Standard Time),867378035207325,25.625,136.5235,5.172198,2.96
Tue Jul 20 2021 03:04:17 GMT+0530 (India Standard Time),867378035207325,25.625,137.6469,5.302757,3.01
Tue Jul 20 2021 03:05:22 GMT+0530 (India Standard Time),867378035207325,25.625,136.8971,5.224423,3.05
Tue Jul 20 2021 03:06:26 GMT+0530 (India Standard Time),867378035207325,25.625,136.8971,5.283174,3.1
Tue Jul 20 2021 03:07:31 GMT+0530 (India Standard Time),867378035207325,25.625,136.8036,5.332132,3.13
Tue Jul 20 2021 03:08:35 GMT+0530 (India Standard Time),867378035207325,25.625,136.7102,5.319075,3.14
Tue Jul 20 2021 03:09:40 GMT+0530 (India Standard Time),867378035207325,25.625,137.3653,5.279908,3.14
Tue Jul 20 2021 03:10:45 GMT+0530 (India Standard Time),867378035207325,25.625,137.2716,5.103656,3.13
Tue Jul 20 2021 03:11:49 GMT+0530 (India Standard Time),867378035207325,25.625,136.9906,5.195047,3.11
Tue Jul 20 2021 03:12:54 GMT+0530 (India Standard Time),867378035207325,25.625,137.2716,5.341924,3.1
Tue Jul 20 2021 03:13:58 GMT+0530 (India Standard Time),867378035207325,25.625,137.6469,5.322341,3.09
Tue Jul 20 2021 03:15:03 GMT+0530 (India Standard Time),867378035207325,25.625,136.8971,5.244006,3.09
Tue Jul 20 2021 03:16:07 GMT+0530 (India Standard Time),867378035207325,25.625,137.2716,5.273382,3.11
Tue Jul 20 2021 03:17:11 GMT+0530 (India Standard Time),867378035207325,25.625,137.8349,5.286439,3.12
Tue Jul 20 2021 03:18:16 GMT+0530 (India Standard Time),867378035207325,25.5625,137.0842,5.208105,3.12
Tue Jul 20 2021 03:19:20 GMT+0530 (India Standard Time),867378035207325,25.625,136.7102,5.315815,3.1
Tue Jul 20 2021 03:20:25 GMT+0530 (India Standard Time),867378035207325,25.625,136.5235,5.227688,3.08
Tue Jul 20 2021 03:21:30 GMT+0530 (India Standard Time),867378035207325,25.625,137.0842,5.191782,3.07
Tue Jul 20 2021 03:22:35 GMT+0530 (India Standard Time),867378035207325,25.625,137.1779,5.240741,3.07
Tue Jul 20 2021 03:23:39 GMT+0530 (India Standard Time),867378035207325,25.625,137.1779,5.283174,3.09
Tue Jul 20 2021 03:24:43 GMT+0530 (India Standard Time),867378035207325,25.5625,137.3653,5.26359,3.11
Tue Jul 20 2021 03:25:47 GMT+0530 (India Standard Time),867378035207325,25.625,137.553,5.244006,3.11
Tue Jul 20 2021 03:26:51 GMT+0530 (India Standard Time),867378035207325,25.625,137.1779,5.283174,3.09
Tue Jul 20 2021 03:27:56 GMT+0530 (India Standard Time),867378035207325,25.625,137.2716,5.309283,3.06
Tue Jul 20 2021 03:29:01 GMT+0530 (India Standard Time),867378035207325,25.625,137.1779,5.299491,3.04
Tue Jul 20 2021 03:30:06 GMT+0530 (India Standard Time),867378035207325,25.625,136.9906,5.328867,3.05
Tue Jul 20 2021 03:31:11 GMT+0530 (India Standard Time),867378035207325,25.625,137.1779,5.413732,3.05
Tue Jul 20 2021 03:32:15 GMT+0530 (India Standard Time),867378035207325,25.5625,137.1779,5.374565,3.05
Tue Jul 20 2021 03:33:19 GMT+0530 (India Standard Time),867378035207325,25.5625,137.3653,5.390883,3.02
Tue Jul 20 2021 03:34:24 GMT+0530 (India Standard Time),867378035207325,25.5625,137.3653,5.266855,3.01
Tue Jul 20 2021 03:35:28 GMT+0530 (India Standard Time),867378035207325,25.625,137.3653,5.410467,3.01
Tue Jul 20 2021 03:36:33 GMT+0530 (India Standard Time),867378035207325,25.625,137.0842,5.423524,3.04
Tue Jul 20 2021 03:37:37 GMT+0530 (India Standard Time),867378035207325,25.625,137.6469,5.390883,3.45
Tue Jul 20 2021 03:38:42 GMT+0530 (India Standard Time),867378035207325,25.5625,137.1779,5.465952,3.42
Tue Jul 20 2021 03:39:47 GMT+0530 (India Standard Time),867378035207325,25.625,136.9906,5.465952,3.31
Tue Jul 20 2021 03:40:52 GMT+0530 (India Standard Time),867378035207325,25.5625,136.5235,5.462691,3.15
Tue Jul 20 2021 03:41:56 GMT+0530 (India Standard Time),867378035207325,25.625,136.8971,5.651996,3.07
Tue Jul 20 2021 03:43:01 GMT+0530 (India Standard Time),867378035207325,25.5625,136.5235,5.583453,3.02
Tue Jul 20 2021 03:44:06 GMT+0530 (India Standard Time),867378035207325,25.625,136.8971,5.436576,2.99
Tue Jul 20 2021 03:45:11 GMT+0530 (India Standard Time),867378035207325,25.625,136.5235,5.505119,2.95
Tue Jul 20 2021 03:46:15 GMT+0530 (India Standard Time),867378035207325,25.625,136.7102,5.527968,2.92
Tue Jul 20 2021 03:47:19 GMT+0530 (India Standard Time),867378035207325,25.625,136.8971,5.397409,2.9
Tue Jul 20 2021 03:48:24 GMT+0530 (India Standard Time),867378035207325,25.625,136.8971,5.443108,2.9
Tue Jul 20 2021 03:49:28 GMT+0530 (India Standard Time),867378035207325,25.625,137.2716,5.354981,2.9
Tue Jul 20 2021 03:50:33 GMT+0530 (India Standard Time),867378035207325,25.5625,136.8971,5.394149,2.92
Tue Jul 20 2021 03:51:37 GMT+0530 (India Standard Time),867378035207325,25.625,137.2716,5.358242,2.94
Tue Jul 20 2021 03:52:41 GMT+0530 (India Standard Time),867378035207325,25.5625,137.2716,5.397409,2.98
Tue Jul 20 2021 03:53:45 GMT+0530 (India Standard Time),867378035207325,25.5625,136.7102,5.436576,3.02
Tue Jul 20 2021 03:54:50 GMT+0530 (India Standard Time),867378035207325,25.5625,137.1779,5.443108,3.04
Tue Jul 20 2021 03:55:55 GMT+0530 (India Standard Time),867378035207325,25.5625,136.8036,5.446368,3.02
Tue Jul 20 2021 03:56:59 GMT+0530 (India Standard Time),867378035207325,25.5625,136.8971,5.410467,2.99
Tue Jul 20 2021 03:58:04 GMT+0530 (India Standard Time),867378035207325,25.5625,137.1779,5.377826,2.93
Tue Jul 20 2021 03:59:08 GMT+0530 (India Standard Time),867378035207325,25.625,137.4591,5.361508,2.87
Tue Jul 20 2021 04:00:12 GMT+0530 (India Standard Time),867378035207325,25.625,136.8036,5.433316,2.81
Tue Jul 20 2021 04:01:17 GMT+0530 (India Standard Time),867378035207325,25.5625,137.553,5.368034,2.77
Tue Jul 20 2021 04:02:22 GMT+0530 (India Standard Time),867378035207325,25.5625,136.8036,5.292965,2.76
Tue Jul 20 2021 04:03:26 GMT+0530 (India Standard Time),867378035207325,25.5625,137.0842,5.299491,2.77
Tue Jul 20 2021 04:04:30 GMT+0530 (India Standard Time),867378035207325,25.5625,136.8971,5.315815,2.81
Tue Jul 20 2021 04:05:35 GMT+0530 (India Standard Time),867378035207325,25.5625,137.4591,5.348451,2.88
Tue Jul 20 2021 04:06:39 GMT+0530 (India Standard Time),867378035207325,25.5625,137.3653,5.328867,2.94
